iid,pid,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec_o
282,268,25,15,20,20,10,10,7,9,9,7,10,30,20,20,10,15,5,9,9,8,9,9,0
282,269,25,15,20,20,10,10,7,9,9,7,10,20,10,30,15,15,10,8,8,6,8,7,0
282,270,25,15,20,20,10,10,7,9,9,7,10,16,16,19,17,14,18,5,4,7,8,6,1
282,271,25,15,20,20,10,10,7,9,9,7,10,10,15,40,15,10,10,9,10,10,9,10,1
282,272,25,15,20,20,10,10,7,9,9,7,10,25,20,25,25,5,0,9,10,10,9,10,0
283,252,50,10,10,10,10,10,9,9,9,9,9,0,25,25,25,25,0,9,9,9,9,10,0
283,253,50,10,10,10,10,10,9,9,9,9,9,25,30,10,10,5,20,8,10,9,8,7,0
283,254,50,10,10,10,10,10,9,9,9,9,9,25,7,25,25,8,10,8,7,8,10,8,0
283,255,50,10,10,10,10,10,9,9,9,9,9,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,0
283,256,50,10,10,10,10,10,9,9,9,9,9,15,25,20,20,10,10,6,9,6,8,6,0
283,257,50,10,10,10,10,10,9,9,9,9,9,22,14,30,10,14,10,7,9,7,9,10,0
283,258,50,10,10,10,10,10,9,9,9,9,9,7,35,20,20,5,13,6,10,8,9,5,1
283,259,50,10,10,10,10,10,9,9,9,9,9,15,18,19,19,17,12,7,9,8,8,9,0
283,260,50,10,10,10,10,10,9,9,9,9,9,19,20,19,14,13,15,6,9,7,9,6,0
283,261,50,10,10,10,10,10,9,9,9,9,9,15,20,20,20,15,10,5,8,7,7,8,0
283,262,50,10,10,10,10,10,9,9,9,9,9,10,40,20,20,0,10,6,10,5,9,3,0
283,263,50,10,10,10,10,10,9,9,9,9,9,20,20,20,10,20,10,8,8,8,8,5,1
283,264,50,10,10,10,10,10,9,9,9,9,9,15,15,25,20,5,20,8,7,8,9,5,0
283,265,50,10,10,10,10,10,9,9,9,9,9,15,5,45,10,15,10,7,9,7,10,10,0
283,266,50,10,10,10,10,10,9,9,9,9,9,25,20,20,25,0,10,8,8,7,7,4,0
283,267,50,10,10,10,10,10,9,9,9,9,9,20,30,10,15,10,15,7,6,5,7,7,0
283,268,50,10,10,10,10,10,9,9,9,9,9,30,20,20,10,15,5,9,9,8,9,9,0
283,269,50,10,10,10,10,10,9,9,9,9,9,20,10,30,15,15,10,8,8,6,8,7,1
283,270,50,10,10,10,10,10,9,9,9,9,9,16,16,19,17,14,18,5,4,7,8,6,0
283,271,50,10,10,10,10,10,9,9,9,9,9,10,15,40,15,10,10,9,10,10,9,10,0
283,272,50,10,10,10,10,10,9,9,9,9,9,25,20,25,25,5,0,9,10,10,9,10,0
284,252,25,20,25,20,10,0,7,6,7,8,7,0,25,25,25,25,0,9,9,9,9,10,0
284,253,25,20,25,20,10,0,7,6,7,8,7,25,30,10,10,5,20,8,10,9,8,7,1
284,254,25,20,25,20,10,0,7,6,7,8,7,25,7,25,25,8,10,8,7,8,10,8,0
284,255,25,20,25,20,10,0,7,6,7,8,7,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,0
284,256,25,20,25,20,10,0,7,6,7,8,7,15,25,20,20,10,10,6,9,6,8,6,0
284,257,25,20,25,20,10,0,7,6,7,8,7,22,14,30,10,14,10,7,9,7,9,10,0
284,258,25,20,25,20,10,0,7,6,7,8,7,7,35,20,20,5,13,6,10,8,9,5,1
284,259,25,20,25,20,10,0,7,6,7,8,7,15,18,19,19,17,12,7,9,8,8,9,1
284,260,25,20,25,20,10,0,7,6,7,8,7,19,20,19,14,13,15,6,9,7,9,6,1
284,261,25,20,25,20,10,0,7,6,7,8,7,15,20,20,20,15,10,5,8,7,7,8,0
284,262,25,20,25,20,10,0,7,6,7,8,7,10,40,20,20,0,10,6,10,5,9,3,0
284,263,25,20,25,20,10,0,7,6,7,8,7,20,20,20,10,20,10,8,8,8,8,5,0
284,264,25,20,25,20,10,0,7,6,7,8,7,15,15,25,20,5,20,8,7,8,9,5,1
284,265,25,20,25,20,10,0,7,6,7,8,7,15,5,45,10,15,10,7,9,7,10,10,0
284,266,25,20,25,20,10,0,7,6,7,8,7,25,20,20,25,0,10,8,8,7,7,4,1
284,267,25,20,25,20,10,0,7,6,7,8,7,20,30,10,15,10,15,7,6,5,7,7,0
284,268,25,20,25,20,10,0,7,6,7,8,7,30,20,20,10,15,5,9,9,8,9,9,0
284,269,25,20,25,20,10,0,7,6,7,8,7,20,10,30,15,15,10,8,8,6,8,7,0
284,270,25,20,25,20,10,0,7,6,7,8,7,16,16,19,17,14,18,5,4,7,8,6,1
284,271,25,20,25,20,10,0,7,6,7,8,7,10,15,40,15,10,10,9,10,10,9,10,0
284,272,25,20,25,20,10,0,7,6,7,8,7,25,20,25,25,5,0,9,10,10,9,10,0
285,252,20,20,25,25,5,5,8,10,10,10,8,0,25,25,25,25,0,9,9,9,9,10,0
285,253,20,20,25,25,5,5,8,10,10,10,8,25,30,10,10,5,20,8,10,9,8,7,1
285,254,20,20,25,25,5,5,8,10,10,10,8,25,7,25,25,8,10,8,7,8,10,8,0
285,255,20,20,25,25,5,5,8,10,10,10,8,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,0
285,256,20,20,25,25,5,5,8,10,10,10,8,15,25,20,20,10,10,6,9,6,8,6,0
285,257,20,20,25,25,5,5,8,10,10,10,8,22,14,30,10,14,10,7,9,7,9,10,0
285,258,20,20,25,25,5,5,8,10,10,10,8,7,35,20,20,5,13,6,10,8,9,5,0
285,259,20,20,25,25,5,5,8,10,10,10,8,15,18,19,19,17,12,7,9,8,8,9,0
285,260,20,20,25,25,5,5,8,10,10,10,8,19,20,19,14,13,15,6,9,7,9,6,1
285,261,20,20,25,25,5,5,8,10,10,10,8,15,20,20,20,15,10,5,8,7,7,8,0
285,262,20,20,25,25,5,5,8,10,10,10,8,10,40,20,20,0,10,6,10,5,9,3,0
285,263,20,20,25,25,5,5,8,10,10,10,8,20,20,20,10,20,10,8,8,8,8,5,0
285,264,20,20,25,25,5,5,8,10,10,10,8,15,15,25,20,5,20,8,7,8,9,5,0
285,265,20,20,25,25,5,5,8,10,10,10,8,15,5,45,10,15,10,7,9,7,10,10,0
285,266,20,20,25,25,5,5,8,10,10,10,8,25,20,20,25,0,10,8,8,7,7,4,0
285,267,20,20,25,25,5,5,8,10,10,10,8,20,30,10,15,10,15,7,6,5,7,7,0
285,268,20,20,25,25,5,5,8,10,10,10,8,30,20,20,10,15,5,9,9,8,9,9,0
285,269,20,20,25,25,5,5,8,10,10,10,8,20,10,30,15,15,10,8,8,6,8,7,0
285,270,20,20,25,25,5,5,8,10,10,10,8,16,16,19,17,14,18,5,4,7,8,6,0
285,271,20,20,25,25,5,5,8,10,10,10,8,10,15,40,15,10,10,9,10,10,9,10,0
285,272,20,20,25,25,5,5,8,10,10,10,8,25,20,25,25,5,0,9,10,10,9,10,0
286,252,10,15,25,15,15,20,3,6,6,7,7,0,25,25,25,25,0,9,9,9,9,10,0
286,253,10,15,25,15,15,20,3,6,6,7,7,25,30,10,10,5,20,8,10,9,8,7,0
286,254,10,15,25,15,15,20,3,6,6,7,7,25,7,25,25,8,10,8,7,8,10,8,0
286,255,10,15,25,15,15,20,3,6,6,7,7,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,0
286,256,10,15,25,15,15,20,3,6,6,7,7,15,25,20,20,10,10,6,9,6,8,6,0
286,257,10,15,25,15,15,20,3,6,6,7,7,22,14,30,10,14,10,7,9,7,9,10,0
286,258,10,15,25,15,15,20,3,6,6,7,7,7,35,20,20,5,13,6,10,8,9,5,0
286,259,10,15,25,15,15,20,3,6,6,7,7,15,18,19,19,17,12,7,9,8,8,9,0
286,260,10,15,25,15,15,20,3,6,6,7,7,19,20,19,14,13,15,6,9,7,9,6,0
286,261,10,15,25,15,15,20,3,6,6,7,7,15,20,20,20,15,10,5,8,7,7,8,0
286,262,10,15,25,15,15,20,3,6,6,7,7,10,40,20,20,0,10,6,10,5,9,3,0
286,263,10,15,25,15,15,20,3,6,6,7,7,20,20,20,10,20,10,8,8,8,8,5,0
286,264,10,15,25,15,15,20,3,6,6,7,7,15,15,25,20,5,20,8,7,8,9,5,0
286,265,10,15,25,15,15,20,3,6,6,7,7,15,5,45,10,15,10,7,9,7,10,10,0
286,266,10,15,25,15,15,20,3,6,6,7,7,25,20,20,25,0,10,8,8,7,7,4,0
286,267,10,15,25,15,15,20,3,6,6,7,7,20,30,10,15,10,15,7,6,5,7,7,0
286,268,10,15,25,15,15,20,3,6,6,7,7,30,20,20,10,15,5,9,9,8,9,9,0
286,269,10,15,25,15,15,20,3,6,6,7,7,20,10,30,15,15,10,8,8,6,8,7,0
286,270,10,15,25,15,15,20,3,6,6,7,7,16,16,19,17,14,18,5,4,7,8,6,0
286,271,10,15,25,15,15,20,3,6,6,7,7,10,15,40,15,10,10,9,10,10,9,10,0
286,272,10,15,25,15,15,20,3,6,6,7,7,25,20,25,25,5,0,9,10,10,9,10,0
287,252,35,40,5,5,7,8,7,10,5,7,10,0,25,25,25,25,0,9,9,9,9,10,0
287,253,35,40,5,5,7,8,7,10,5,7,10,25,30,10,10,5,20,8,10,9,8,7,0
287,254,35,40,5,5,7,8,7,10,5,7,10,25,7,25,25,8,10,8,7,8,10,8,0
287,255,35,40,5,5,7,8,7,10,5,7,10,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,0
287,256,35,40,5,5,7,8,7,10,5,7,10,15,25,20,20,10,10,6,9,6,8,6,0
287,257,35,40,5,5,7,8,7,10,5,7,10,22,14,30,10,14,10,7,9,7,9,10,0
287,258,35,40,5,5,7,8,7,10,5,7,10,7,35,20,20,5,13,6,10,8,9,5,0
287,259,35,40,5,5,7,8,7,10,5,7,10,15,18,19,19,17,12,7,9,8,8,9,0
287,260,35,40,5,5,7,8,7,10,5,7,10,19,20,19,14,13,15,6,9,7,9,6,0
287,261,35,40,5,5,7,8,7,10,5,7,10,15,20,20,20,15,10,5,8,7,7,8,0
287,262,35,40,5,5,7,8,7,10,5,7,10,10,40,20,20,0,10,6,10,5,9,3,0
287,263,35,40,5,5,7,8,7,10,5,7,10,20,20,20,10,20,10,8,8,8,8,5,0
287,264,35,40,5,5,7,8,7,10,5,7,10,15,15,25,20,5,20,8,7,8,9,5,0
287,265,35,40,5,5,7,8,7,10,5,7,10,15,5,45,10,15,10,7,9,7,10,10,0
287,266,35,40,5,5,7,8,7,10,5,7,10,25,20,20,25,0,10,8,8,7,7,4,0
287,267,35,40,5,5,7,8,7,10,5,7,10,20,30,10,15,10,15,7,6,5,7,7,0
287,268,35,40,5,5,7,8,7,10,5,7,10,30,20,20,10,15,5,9,9,8,9,9,0
287,269,35,40,5,5,7,8,7,10,5,7,10,20,10,30,15,15,10,8,8,6,8,7,0
287,270,35,40,5,5,7,8,7,10,5,7,10,16,16,19,17,14,18,5,4,7,8,6,0
287,271,35,40,5,5,7,8,7,10,5,7,10,10,15,40,15,10,10,9,10,10,9,10,0
287,272,35,40,5,5,7,8,7,10,5,7,10,25,20,25,25,5,0,9,10,10,9,10,0
288,252,20,20,15,25,10,10,5,8,7,8,7,0,25,25,25,25,0,9,9,9,9,10,0
288,253,20,20,15,25,10,10,5,8,7,8,7,25,30,10,10,5,20,8,10,9,8,7,1
288,254,20,20,15,25,10,10,5,8,7,8,7,25,7,25,25,8,10,8,7,8,10,8,0
288,255,20,20,15,25,10,10,5,8,7,8,7,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,0
288,256,20,20,15,25,10,10,5,8,7,8,7,15,25,20,20,10,10,6,9,6,8,6,0
288,257,20,20,15,25,10,10,5,8,7,8,7,22,14,30,10,14,10,7,9,7,9,10,0
288,258,20,20,15,25,10,10,5,8,7,8,7,7,35,20,20,5,13,6,10,8,9,5,0
288,259,20,20,15,25,10,10,5,8,7,8,7,15,18,19,19,17,12,7,9,8,8,9,0
288,260,20,20,15,25,10,10,5,8,7,8,7,19,20,19,14,13,15,6,9,7,9,6,1
288,261,20,20,15,25,10,10,5,8,7,8,7,15,20,20,20,15,10,5,8,7,7,8,1
288,262,20,20,15,25,10,10,5,8,7,8,7,10,40,20,20,0,10,6,10,5,9,3,0
288,263,20,20,15,25,10,10,5,8,7,8,7,20,20,20,10,20,10,8,8,8,8,5,1
288,264,20,20,15,25,10,10,5,8,7,8,7,15,15,25,20,5,20,8,7,8,9,5,1
288,265,20,20,15,25,10,10,5,8,7,8,7,15,5,45,10,15,10,7,9,7,10,10,0
288,266,20,20,15,25,10,10,5,8,7,8,7,25,20,20,25,0,10,8,8,7,7,4,1
288,267,20,20,15,25,10,10,5,8,7,8,7,20,30,10,15,10,15,7,6,5,7,7,0
288,268,20,20,15,25,10,10,5,8,7,8,7,30,20,20,10,15,5,9,9,8,9,9,1
288,269,20,20,15,25,10,10,5,8,7,8,7,20,10,30,15,15,10,8,8,6,8,7,1
288,270,20,20,15,25,10,10,5,8,7,8,7,16,16,19,17,14,18,5,4,7,8,6,1
288,271,20,20,15,25,10,10,5,8,7,8,7,10,15,40,15,10,10,9,10,10,9,10,1
288,272,20,20,15,25,10,10,5,8,7,8,7,25,20,25,25,5,0,9,10,10,9,10,0
289,252,20,30,10,20,0,20,4,9,10,8,8,0,25,25,25,25,0,9,9,9,9,10,1
289,253,20,30,10,20,0,20,4,9,10,8,8,25,30,10,10,5,20,8,10,9,8,7,1
289,254,20,30,10,20,0,20,4,9,10,8,8,25,7,25,25,8,10,8,7,8,10,8,0
289,255,20,30,10,20,0,20,4,9,10,8,8,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,0
289,256,20,30,10,20,0,20,4,9,10,8,8,15,25,20,20,10,10,6,9,6,8,6,1
289,257,20,30,10,20,0,20,4,9,10,8,8,22,14,30,10,14,10,7,9,7,9,10,0
289,258,20,30,10,20,0,20,4,9,10,8,8,7,35,20,20,5,13,6,10,8,9,5,1
289,259,20,30,10,20,0,20,4,9,10,8,8,15,18,19,19,17,12,7,9,8,8,9,0
289,260,20,30,10,20,0,20,4,9,10,8,8,19,20,19,14,13,15,6,9,7,9,6,1
289,261,20,30,10,20,0,20,4,9,10,8,8,15,20,20,20,15,10,5,8,7,7,8,1
289,262,20,30,10,20,0,20,4,9,10,8,8,10,40,20,20,0,10,6,10,5,9,3,0
289,263,20,30,10,20,0,20,4,9,10,8,8,20,20,20,10,20,10,8,8,8,8,5,1
289,264,20,30,10,20,0,20,4,9,10,8,8,15,15,25,20,5,20,8,7,8,9,5,0
289,265,20,30,10,20,0,20,4,9,10,8,8,15,5,45,10,15,10,7,9,7,10,10,0
289,266,20,30,10,20,0,20,4,9,10,8,8,25,20,20,25,0,10,8,8,7,7,4,1
289,267,20,30,10,20,0,20,4,9,10,8,8,20,30,10,15,10,15,7,6,5,7,7,0
289,268,20,30,10,20,0,20,4,9,10,8,8,30,20,20,10,15,5,9,9,8,9,9,1
289,269,20,30,10,20,0,20,4,9,10,8,8,20,10,30,15,15,10,8,8,6,8,7,1
289,270,20,30,10,20,0,20,4,9,10,8,8,16,16,19,17,14,18,5,4,7,8,6,1
289,271,20,30,10,20,0,20,4,9,10,8,8,10,15,40,15,10,10,9,10,10,9,10,1
289,272,20,30,10,20,0,20,4,9,10,8,8,25,20,25,25,5,0,9,10,10,9,10,0
290,252,30,10,30,10,5,15,5,4,5,10,9,0,25,25,25,25,0,9,9,9,9,10,0
290,253,30,10,30,10,5,15,5,4,5,10,9,25,30,10,10,5,20,8,10,9,8,7,0
290,254,30,10,30,10,5,15,5,4,5,10,9,25,7,25,25,8,10,8,7,8,10,8,0
290,255,30,10,30,10,5,15,5,4,5,10,9,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,0
290,256,30,10,30,10,5,15,5,4,5,10,9,15,25,20,20,10,10,6,9,6,8,6,0
290,257,30,10,30,10,5,15,5,4,5,10,9,22,14,30,10,14,10,7,9,7,9,10,0
290,258,30,10,30,10,5,15,5,4,5,10,9,7,35,20,20,5,13,6,10,8,9,5,0
290,259,30,10,30,10,5,15,5,4,5,10,9,15,18,19,19,17,12,7,9,8,8,9,0
290,260,30,10,30,10,5,15,5,4,5,10,9,19,20,19,14,13,15,6,9,7,9,6,1
290,261,30,10,30,10,5,15,5,4,5,10,9,15,20,20,20,15,10,5,8,7,7,8,1
290,262,30,10,30,10,5,15,5,4,5,10,9,10,40,20,20,0,10,6,10,5,9,3,0
290,263,30,10,30,10,5,15,5,4,5,10,9,20,20,20,10,20,10,8,8,8,8,5,1
290,264,30,10,30,10,5,15,5,4,5,10,9,15,15,25,20,5,20,8,7,8,9,5,0
290,265,30,10,30,10,5,15,5,4,5,10,9,15,5,45,10,15,10,7,9,7,10,10,0
290,266,30,10,30,10,5,15,5,4,5,10,9,25,20,20,25,0,10,8,8,7,7,4,0
290,267,30,10,30,10,5,15,5,4,5,10,9,20,30,10,15,10,15,7,6,5,7,7,0
290,268,30,10,30,10,5,15,5,4,5,10,9,30,20,20,10,15,5,9,9,8,9,9,1
290,269,30,10,30,10,5,15,5,4,5,10,9,20,10,30,15,15,10,8,8,6,8,7,0
290,270,30,10,30,10,5,15,5,4,5,10,9,16,16,19,17,14,18,5,4,7,8,6,1
290,271,30,10,30,10,5,15,5,4,5,10,9,10,15,40,15,10,10,9,10,10,9,10,1
290,272,30,10,30,10,5,15,5,4,5,10,9,25,20,25,25,5,0,9,10,10,9,10,1
291,252,20,20,15,15,12,18,6,9,7,9,9,0,25,25,25,25,0,9,9,9,9,10,1
291,253,20,20,15,15,12,18,6,9,7,9,9,25,30,10,10,5,20,8,10,9,8,7,0
291,254,20,20,15,15,12,18,6,9,7,9,9,25,7,25,25,8,10,8,7,8,10,8,0
291,255,20,20,15,15,12,18,6,9,7,9,9,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,0
291,256,20,20,15,15,12,18,6,9,7,9,9,15,25,20,20,10,10,6,9,6,8,6,0
291,257,20,20,15,15,12,18,6,9,7,9,9,22,14,30,10,14,10,7,9,7,9,10,0
291,258,20,20,15,15,12,18,6,9,7,9,9,7,35,20,20,5,13,6,10,8,9,5,0
291,259,20,20,15,15,12,18,6,9,7,9,9,15,18,19,19,17,12,7,9,8,8,9,0
291,260,20,20,15,15,12,18,6,9,7,9,9,19,20,19,14,13,15,6,9,7,9,6,1
291,261,20,20,15,15,12,18,6,9,7,9,9,15,20,20,20,15,10,5,8,7,7,8,1
291,262,20,20,15,15,12,18,6,9,7,9,9,10,40,20,20,0,10,6,10,5,9,3,0
291,263,20,20,15,15,12,18,6,9,7,9,9,20,20,20,10,20,10,8,8,8,8,5,0
291,264,20,20,15,15,12,18,6,9,7,9,9,15,15,25,20,5,20,8,7,8,9,5,0
291,265,20,20,15,15,12,18,6,9,7,9,9,15,5,45,10,15,10,7,9,7,10,10,0
291,266,20,20,15,15,12,18,6,9,7,9,9,25,20,20,25,0,10,8,8,7,7,4,1
291,267,20,20,15,15,12,18,6,9,7,9,9,20,30,10,15,10,15,7,6,5,7,7,0
291,268,20,20,15,15,12,18,6,9,7,9,9,30,20,20,10,15,5,9,9,8,9,9,0
291,269,20,20,15,15,12,18,6,9,7,9,9,20,10,30,15,15,10,8,8,6,8,7,1
291,270,20,20,15,15,12,18,6,9,7,9,9,16,16,19,17,14,18,5,4,7,8,6,0
291,271,20,20,15,15,12,18,6,9,7,9,9,10,15,40,15,10,10,9,10,10,9,10,0
291,272,20,20,15,15,12,18,6,9,7,9,9,25,20,25,25,5,0,9,10,10,9,10,0
292,252,20,18,20,17,10,15,8,10,8,10,10,0,25,25,25,25,0,9,9,9,9,10,1
292,253,20,18,20,17,10,15,8,10,8,10,10,25,30,10,10,5,20,8,10,9,8,7,0
292,254,20,18,20,17,10,15,8,10,8,10,10,25,7,25,25,8,10,8,7,8,10,8,0
292,255,20,18,20,17,10,15,8,10,8,10,10,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,0
292,256,20,18,20,17,10,15,8,10,8,10,10,15,25,20,20,10,10,6,9,6,8,6,0
292,257,20,18,20,17,10,15,8,10,8,10,10,22,14,30,10,14,10,7,9,7,9,10,0
292,258,20,18,20,17,10,15,8,10,8,10,10,7,35,20,20,5,13,6,10,8,9,5,1
292,259,20,18,20,17,10,15,8,10,8,10,10,15,18,19,19,17,12,7,9,8,8,9,0
292,260,20,18,20,17,10,15,8,10,8,10,10,19,20,19,14,13,15,6,9,7,9,6,1
292,261,20,18,20,17,10,15,8,10,8,10,10,15,20,20,20,15,10,5,8,7,7,8,0
292,262,20,18,20,17,10,15,8,10,8,10,10,10,40,20,20,0,10,6,10,5,9,3,0
292,263,20,18,20,17,10,15,8,10,8,10,10,20,20,20,10,20,10,8,8,8,8,5,1
292,264,20,18,20,17,10,15,8,10,8,10,10,15,15,25,20,5,20,8,7,8,9,5,0
292,265,20,18,20,17,10,15,8,10,8,10,10,15,5,45,10,15,10,7,9,7,10,10,0
292,266,20,18,20,17,10,15,8,10,8,10,10,25,20,20,25,0,10,8,8,7,7,4,1
292,267,20,18,20,17,10,15,8,10,8,10,10,20,30,10,15,10,15,7,6,5,7,7,0
292,268,20,18,20,17,10,15,8,10,8,10,10,30,20,20,10,15,5,9,9,8,9,9,1
292,269,20,18,20,17,10,15,8,10,8,10,10,20,10,30,15,15,10,8,8,6,8,7,0
292,270,20,18,20,17,10,15,8,10,8,10,10,16,16,19,17,14,18,5,4,7,8,6,1
292,271,20,18,20,17,10,15,8,10,8,10,10,10,15,40,15,10,10,9,10,10,9,10,1
292,272,20,18,20,17,10,15,8,10,8,10,10,25,20,25,25,5,0,9,10,10,9,10,0
293,252,23,18,21,18,10,10,7,10,9,9,9,0,25,25,25,25,0,9,9,9,9,10,0
293,253,23,18,21,18,10,10,7,10,9,9,9,25,30,10,10,5,20,8,10,9,8,7,1
293,254,23,18,21,18,10,10,7,10,9,9,9,25,7,25,25,8,10,8,7,8,10,8,0
293,255,23,18,21,18,10,10,7,10,9,9,9,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,0
293,256,23,18,21,18,10,10,7,10,9,9,9,15,25,20,20,10,10,6,9,6,8,6,0
293,257,23,18,21,18,10,10,7,10,9,9,9,22,14,30,10,14,10,7,9,7,9,10,0
293,258,23,18,21,18,10,10,7,10,9,9,9,7,35,20,20,5,13,6,10,8,9,5,1
293,259,23,18,21,18,10,10,7,10,9,9,9,15,18,19,19,17,12,7,9,8,8,9,0
293,260,23,18,21,18,10,10,7,10,9,9,9,19,20,19,14,13,15,6,9,7,9,6,1
293,261,23,18,21,18,10,10,7,10,9,9,9,15,20,20,20,15,10,5,8,7,7,8,0
293,262,23,18,21,18,10,10,7,10,9,9,9,10,40,20,20,0,10,6,10,5,9,3,0
293,263,23,18,21,18,10,10,7,10,9,9,9,20,20,20,10,20,10,8,8,8,8,5,0
293,264,23,18,21,18,10,10,7,10,9,9,9,15,15,25,20,5,20,8,7,8,9,5,0
293,265,23,18,21,18,10,10,7,10,9,9,9,15,5,45,10,15,10,7,9,7,10,10,0
293,266,23,18,21,18,10,10,7,10,9,9,9,25,20,20,25,0,10,8,8,7,7,4,0
293,267,23,18,21,18,10,10,7,10,9,9,9,20,30,10,15,10,15,7,6,5,7,7,0
293,268,23,18,21,18,10,10,7,10,9,9,9,30,20,20,10,15,5,9,9,8,9,9,1
293,269,23,18,21,18,10,10,7,10,9,9,9,20,10,30,15,15,10,8,8,6,8,7,0
293,270,23,18,21,18,10,10,7,10,9,9,9,16,16,19,17,14,18,5,4,7,8,6,1
293,271,23,18,21,18,10,10,7,10,9,9,9,10,15,40,15,10,10,9,10,10,9,10,1
293,272,23,18,21,18,10,10,7,10,9,9,9,25,20,25,25,5,0,9,10,10,9,10,0
308,294,17,19,18,17,11,18,7,10,8,8,7,20,20,35,5,10,10,9,10,7,9,7,0
308,295,17,19,18,17,11,18,7,10,8,8,7,10,18,20,16,16,20,7,10,8,8,8,0
308,296,17,19,18,17,11,18,7,10,8,8,7,15,20,35,15,5,10,8,9,6,10,9,0
308,297,17,19,18,17,11,18,7,10,8,8,7,25,25,15,15,10,10,8,10,9,8,9,1
308,298,17,19,18,17,11,18,7,10,8,8,7,10,30,20,10,15,15,7,10,9,10,10,0
308,299,17,19,18,17,11,18,7,10,8,8,7,10,40,10,20,10,10,6,9,9,8,9,0
308,300,17,19,18,17,11,18,7,10,8,8,7,15,20,25,15,15,10,8,9,9,9,10,0
308,301,17,19,18,17,11,18,7,10,8,8,7,20,20,20,20,10,10,9,9,8,9,8,0
308,302,17,19,18,17,11,18,7,10,8,8,7,50,5,20,10,5,10,8,8,8,8,10,0
308,303,17,19,18,17,11,18,7,10,8,8,7,20,25,25,10,15,5,8,10,9,8,6,0
308,304,17,19,18,17,11,18,7,10,8,8,7,5,20,25,25,15,10,6,10,10,8,8,0
308,305,17,19,18,17,11,18,7,10,8,8,7,10,47,16,12,3,12,7,9,8,9,5,0
308,306,17,19,18,17,11,18,7,10,8,8,7,16,20,19,16,18,11,6,9,8,8,8,0
308,307,17,19,18,17,11,18,7,10,8,8,7,10,20,20,15,20,15,5,8,7,8,8,0
309,294,20,20,20,20,10,10,7,8,9,9,7,20,20,35,5,10,10,9,10,7,9,7,0
309,295,20,20,20,20,10,10,7,8,9,9,7,10,18,20,16,16,20,7,10,8,8,8,1
309,296,20,20,20,20,10,10,7,8,9,9,7,15,20,35,15,5,10,8,9,6,10,9,0
309,297,20,20,20,20,10,10,7,8,9,9,7,25,25,15,15,10,10,8,10,9,8,9,1
309,298,20,20,20,20,10,10,7,8,9,9,7,10,30,20,10,15,15,7,10,9,10,10,1
309,299,20,20,20,20,10,10,7,8,9,9,7,10,40,10,20,10,10,6,9,9,8,9,0
309,300,20,20,20,20,10,10,7,8,9,9,7,15,20,25,15,15,10,8,9,9,9,10,1
309,301,20,20,20,20,10,10,7,8,9,9,7,20,20,20,20,10,10,9,9,8,9,8,1
309,302,20,20,20,20,10,10,7,8,9,9,7,50,5,20,10,5,10,8,8,8,8,10,0
309,303,20,20,20,20,10,10,7,8,9,9,7,20,25,25,10,15,5,8,10,9,8,6,0
309,304,20,20,20,20,10,10,7,8,9,9,7,5,20,25,25,15,10,6,10,10,8,8,0
309,305,20,20,20,20,10,10,7,8,9,9,7,10,47,16,12,3,12,7,9,8,9,5,1
309,306,20,20,20,20,10,10,7,8,9,9,7,16,20,19,16,18,11,6,9,8,8,8,1
309,307,20,20,20,20,10,10,7,8,9,9,7,10,20,20,15,20,15,5,8,7,8,8,0
310,294,24,15,20,20,8,13,7,6,8,7,4,20,20,35,5,10,10,9,10,7,9,7,0
310,295,24,15,20,20,8,13,7,6,8,7,4,10,18,20,16,16,20,7,10,8,8,8,1
310,296,24,15,20,20,8,13,7,6,8,7,4,15,20,35,15,5,10,8,9,6,10,9,0
310,297,24,15,20,20,8,13,7,6,8,7,4,25,25,15,15,10,10,8,10,9,8,9,1
310,298,24,15,20,20,8,13,7,6,8,7,4,10,30,20,10,15,15,7,10,9,10,10,0
310,299,24,15,20,20,8,13,7,6,8,7,4,10,40,10,20,10,10,6,9,9,8,9,0
310,300,24,15,20,20,8,13,7,6,8,7,4,15,20,25,15,15,10,8,9,9,9,10,0
310,301,24,15,20,20,8,13,7,6,8,7,4,20,20,20,20,10,10,9,9,8,9,8,0
310,302,24,15,20,20,8,13,7,6,8,7,4,50,5,20,10,5,10,8,8,8,8,10,0
310,303,24,15,20,20,8,13,7,6,8,7,4,20,25,25,10,15,5,8,10,9,8,6,0
